open,month,volume,high,Ticker,close,date,low
1184.0,2023-10,1581125,1185.7,CIPLA,1182.8,2023-10-03,1170.95
1178.1,2023-10,999123,1185.0,CIPLA,1167.05,2023-10-04,1161.3
1170.1,2023-10,1446743,1172.95,CIPLA,1161.1,2023-10-05,1155.25
1165.0,2023-10,928951,1181.7,CIPLA,1163.0,2023-10-06,1160.45
1159.0,2023-10,822110,1166.85,CIPLA,1159.5,2023-10-09,1151.65
1160.1,2023-10,822199,1163.6,CIPLA,1155.05,2023-10-10,1150.5
1151.0,2023-10,1465239,1175.0,CIPLA,1171.95,2023-10-11,1146.5
1179.05,2023-10,2533930,1186.35,CIPLA,1157.9,2023-10-12,1152.45
1156.0,2023-10,940547,1169.2,CIPLA,1167.75,2023-10-13,1150.0
1166.3,2023-10,802207,1170.1,CIPLA,1164.4,2023-10-16,1158.8
1168.0,2023-10,877856,1178.05,CIPLA,1173.5,2023-10-17,1160.65
1185.0,2023-10,7367540,1219.45,CIPLA,1210.6,2023-10-18,1176.15
1210.5,2023-10,2157683,1225.0,CIPLA,1223.3,2023-10-19,1189.65
1221.85,2023-10,692067,1221.85,CIPLA,1200.2,2023-10-20,1198.25
1200.0,2023-10,957929,1210.2,CIPLA,1183.8,2023-10-23,1178.45
1184.5,2023-10,1433911,1188.75,CIPLA,1157.45,2023-10-25,1154.05
1154.8,2023-10,2016469,1155.0,CIPLA,1150.85,2023-10-26,1132.0
1152.0,2023-10,1775011,1197.9,CIPLA,1174.25,2023-10-27,1149.25
1186.0,2023-10,2853500,1212.4,CIPLA,1193.45,2023-10-30,1177.5
1199.95,2023-10,1720955,1206.1,CIPLA,1200.0,2023-10-31,1191.1
1200.0,2023-11,1051902,1208.7,CIPLA,1201.25,2023-11-01,1186.55
1205.5,2023-11,1556467,1211.85,CIPLA,1208.5,2023-11-02,1194.65
1215.0,2023-11,772013,1219.75,CIPLA,1206.35,2023-11-03,1204.0
1211.95,2023-11,1262938,1217.0,CIPLA,1204.1,2023-11-06,1197.25
1205.0,2023-11,1210644,1217.5,CIPLA,1216.45,2023-11-07,1200.75
1222.0,2023-11,1107006,1242.4,CIPLA,1241.0,2023-11-08,1220.0
1242.0,2023-11,751433,1245.0,CIPLA,1238.15,2023-11-09,1232.0
1237.85,2023-11,576673,1242.0,CIPLA,1240.1,2023-11-10,1230.0
1246.0,2023-11,119172,1248.9,CIPLA,1243.95,2023-11-12,1238.0
1243.0,2023-11,689808,1243.0,CIPLA,1240.55,2023-11-13,1230.65
1260.0,2023-11,1323010,1260.0,CIPLA,1241.75,2023-11-15,1237.7
1241.05,2023-11,1251094,1246.3,CIPLA,1234.8,2023-11-16,1232.65
1236.0,2023-11,992848,1256.1,CIPLA,1249.4,2023-11-17,1235.5
1241.5,2023-11,848916,1256.0,CIPLA,1247.1,2023-11-20,1241.0
1246.95,2023-11,594738,1255.0,CIPLA,1253.25,2023-11-21,1242.15
1256.95,2023-11,1735497,1283.55,CIPLA,1271.5,2023-11-22,1254.0
1270.0,2023-11,7643376,1270.0,CIPLA,1170.65,2023-11-23,1164.55
1190.05,2023-11,5331201,1205.0,CIPLA,1198.65,2023-11-24,1178.0
1200.0,2023-11,1691543,1202.75,CIPLA,1192.3,2023-11-28,1188.0
1198.75,2023-11,2173427,1206.8,CIPLA,1201.55,2023-11-29,1191.75
1200.0,2023-11,3219799,1217.65,CIPLA,1212.3,2023-11-30,1198.1
1213.45,2023-12,1078680,1217.85,CIPLA,1205.7,2023-12-01,1203.5
1212.3,2023-12,2097408,1219.1,CIPLA,1216.5,2023-12-04,1206.25
1222.6,2023-12,2132150,1229.0,CIPLA,1224.45,2023-12-05,1216.0
1225.0,2023-12,1416770,1229.85,CIPLA,1205.2,2023-12-06,1201.0
1206.0,2023-12,1269290,1225.0,CIPLA,1222.8,2023-12-07,1197.0
1225.0,2023-12,1453955,1231.2,CIPLA,1219.1,2023-12-08,1204.0
1217.6,2023-12,1565455,1218.95,CIPLA,1202.3,2023-12-11,1195.05
1210.6,2023-12,899911,1214.25,CIPLA,1198.65,2023-12-12,1195.2
1198.65,2023-12,1809563,1217.95,CIPLA,1216.5,2023-12-13,1195.2
1219.05,2023-12,1809248,1222.55,CIPLA,1204.65,2023-12-14,1201.1
1215.0,2023-12,1976112,1217.6,CIPLA,1207.1,2023-12-15,1202.85
1205.6,2023-12,1995091,1218.95,CIPLA,1216.8,2023-12-18,1192.1
1219.45,2023-12,1738507,1240.15,CIPLA,1237.1,2023-12-19,1212.2
1239.0,2023-12,2484819,1248.0,CIPLA,1236.2,2023-12-20,1231.0
1236.2,2023-12,1580136,1236.2,CIPLA,1221.85,2023-12-21,1205.85
1230.05,2023-12,1969524,1242.5,CIPLA,1235.6,2023-12-22,1221.65
1240.0,2023-12,820163,1250.0,CIPLA,1244.95,2023-12-26,1231.85
1247.0,2023-12,2528609,1250.35,CIPLA,1239.75,2023-12-27,1236.7
1239.75,2023-12,2592699,1263.8,CIPLA,1260.8,2023-12-28,1239.75
1264.0,2023-12,1794218,1267.6,CIPLA,1246.3,2023-12-29,1242.05
1252.45,2024-01,343584,1256.8,CIPLA,1251.0,2024-01-01,1246.7
1255.1,2024-01,2589484,1285.0,CIPLA,1281.55,2024-01-02,1252.1
1291.0,2024-01,2357093,1307.0,CIPLA,1300.15,2024-01-03,1274.05
1304.0,2024-01,1248143,1308.0,CIPLA,1296.65,2024-01-04,1286.65
1300.0,2024-01,1013196,1301.55,CIPLA,1286.9,2024-01-05,1276.15
1296.65,2024-01,740848,1297.0,CIPLA,1271.75,2024-01-08,1266.2
1284.0,2024-01,1133466,1295.0,CIPLA,1289.35,2024-01-09,1273.4
1296.0,2024-01,3625567,1331.5,CIPLA,1329.2,2024-01-10,1294.3
1339.85,2024-01,1097204,1340.0,CIPLA,1325.65,2024-01-11,1323.05
1324.2,2024-01,2051301,1325.65,CIPLA,1308.0,2024-01-12,1300.4
1316.0,2024-01,762036,1327.75,CIPLA,1313.15,2024-01-15,1306.6
1313.15,2024-01,1030845,1314.4,CIPLA,1302.35,2024-01-16,1298.25
1299.35,2024-01,2073596,1312.9,CIPLA,1294.0,2024-01-17,1282.1
1285.05,2024-01,1723297,1327.2,CIPLA,1322.95,2024-01-18,1267.9
1330.95,2024-01,1135846,1330.95,CIPLA,1327.95,2024-01-19,1316.6
1335.65,2024-01,353704,1337.95,CIPLA,1316.25,2024-01-20,1307.05
1385.0,2024-01,7556815,1425.0,CIPLA,1409.0,2024-01-23,1368.7
1409.0,2024-01,1808713,1423.05,CIPLA,1417.35,2024-01-24,1394.85
1413.35,2024-01,1801468,1413.45,CIPLA,1369.65,2024-01-25,1353.5
