open,month,volume,high,Ticker,close,date,low
2250.69,2023-10,500130,2259.47,NESTLEIND,2231.52,2023-10-03,2225.52
2280.51,2023-10,2134880,2335.88,NESTLEIND,2298.62,2023-10-04,2255.1
2300.5,2023-10,680000,2310.72,NESTLEIND,2291.87,2023-10-05,2277.5
2298.99,2023-10,388120,2306.76,NESTLEIND,2291.23,2023-10-06,2281.49
2281.21,2023-10,237550,2298.08,NESTLEIND,2288.19,2023-10-09,2280.0
2296.0,2023-10,396630,2301.7,NESTLEIND,2296.81,2023-10-10,2282.53
2296.81,2023-10,673380,2327.39,NESTLEIND,2320.21,2023-10-11,2293.0
2322.3,2023-10,542220,2330.0,NESTLEIND,2307.52,2023-10-12,2296.21
2307.51,2023-10,907910,2359.98,NESTLEIND,2355.44,2023-10-13,2295.54
2355.0,2023-10,866080,2355.0,NESTLEIND,2310.85,2023-10-16,2297.51
2313.0,2023-10,381660,2336.22,NESTLEIND,2332.53,2023-10-17,2313.0
2332.53,2023-10,356710,2344.72,NESTLEIND,2326.29,2023-10-18,2320.0
2325.69,2023-10,2924120,2422.7,NESTLEIND,2413.23,2023-10-19,2310.05
2409.99,2023-10,2079340,2474.5,NESTLEIND,2427.97,2023-10-20,2400.18
2430.0,2023-10,792300,2467.49,NESTLEIND,2419.77,2023-10-23,2412.83
2428.0,2023-10,1113500,2452.97,NESTLEIND,2426.27,2023-10-25,2415.31
2426.0,2023-10,1269400,2426.06,NESTLEIND,2354.56,2023-10-26,2342.1
2355.05,2023-10,1304370,2422.8,NESTLEIND,2405.69,2023-10-27,2344.03
2410.0,2023-10,726140,2425.0,NESTLEIND,2417.17,2023-10-30,2386.51
2430.0,2023-10,516390,2433.0,NESTLEIND,2423.48,2023-10-31,2412.21
2420.0,2023-11,636900,2420.01,NESTLEIND,2387.27,2023-11-01,2378.0
2399.02,2023-11,1070680,2414.98,NESTLEIND,2411.18,2023-11-02,2377.31
2414.29,2023-11,477140,2420.0,NESTLEIND,2399.91,2023-11-03,2397.69
2415.01,2023-11,742760,2439.05,NESTLEIND,2428.96,2023-11-06,2405.87
2428.7,2023-11,529650,2448.0,NESTLEIND,2436.95,2023-11-07,2412.01
2436.91,2023-11,363050,2441.27,NESTLEIND,2428.16,2023-11-08,2422.01
2435.0,2023-11,422230,2441.5,NESTLEIND,2422.68,2023-11-09,2419.23
2422.68,2023-11,283170,2424.95,NESTLEIND,2413.72,2023-11-10,2405.56
2434.0,2023-11,63580,2434.8,NESTLEIND,2428.33,2023-11-12,2414.1
2429.8,2023-11,285280,2429.8,NESTLEIND,2408.58,2023-11-13,2403.2
