open,month,volume,high,Ticker,close,date,low
483.1,2023-10,4657602,484.55,HINDALCO,479.95,2023-10-03,476.6
474.0,2023-10,3302259,477.9,HINDALCO,473.4,2023-10-04,470.0
473.4,2023-10,4801287,482.4,HINDALCO,470.55,2023-10-05,468.35
475.0,2023-10,3134022,476.45,HINDALCO,472.6,2023-10-06,469.35
472.45,2023-10,2681298,473.5,HINDALCO,469.8,2023-10-09,464.6
473.0,2023-10,7863825,484.8,HINDALCO,480.65,2023-10-10,467.0
485.65,2023-10,7006735,485.95,HINDALCO,483.9,2023-10-11,480.1
483.1,2023-10,6895255,494.0,HINDALCO,484.4,2023-10-12,482.55
479.0,2023-10,4652247,487.5,HINDALCO,480.6,2023-10-13,477.5
479.75,2023-10,5043158,486.5,HINDALCO,483.4,2023-10-16,475.3
486.5,2023-10,4495043,488.45,HINDALCO,484.35,2023-10-17,480.7
487.8,2023-10,7437952,494.8,HINDALCO,485.05,2023-10-18,483.55
478.45,2023-10,6035837,482.25,HINDALCO,479.95,2023-10-19,471.0
475.0,2023-10,2777724,479.85,HINDALCO,471.75,2023-10-20,470.0
470.8,2023-10,2994345,473.95,HINDALCO,456.7,2023-10-23,455.0
466.0,2023-10,7854105,473.0,HINDALCO,461.2,2023-10-25,459.4
456.7,2023-10,6625855,458.45,HINDALCO,456.65,2023-10-26,448.75
458.0,2023-10,6193726,464.4,HINDALCO,456.15,2023-10-27,454.45
458.75,2023-10,7523779,461.75,HINDALCO,456.65,2023-10-30,454.0
465.0,2023-10,5236060,465.0,HINDALCO,459.5,2023-10-31,453.25
458.5,2023-11,4931538,466.0,HINDALCO,462.7,2023-11-01,456.0
463.25,2023-11,3933951,475.8,HINDALCO,474.2,2023-11-02,463.25
478.95,2023-11,3274345,481.45,HINDALCO,475.2,2023-11-03,474.25
480.0,2023-11,4294682,484.8,HINDALCO,481.95,2023-11-06,478.25
482.0,2023-11,5425669,491.5,HINDALCO,484.55,2023-11-07,480.3
491.45,2023-11,8220612,491.45,HINDALCO,488.05,2023-11-08,478.15
488.8,2023-11,3271496,488.8,HINDALCO,484.45,2023-11-09,483.15
482.05,2023-11,3498064,488.25,HINDALCO,481.3,2023-11-10,479.55
485.0,2023-11,302230,486.0,HINDALCO,482.45,2023-11-12,480.65
482.0,2023-11,4918873,492.35,HINDALCO,487.5,2023-11-13,481.1
497.0,2023-11,11674265,513.5,HINDALCO,505.4,2023-11-15,494.2
504.0,2023-11,4171759,507.45,HINDALCO,504.3,2023-11-16,497.15
503.05,2023-11,3595049,506.45,HINDALCO,497.75,2023-11-17,496.85
500.15,2023-11,4305637,505.95,HINDALCO,497.3,2023-11-20,496.55
502.8,2023-11,7154476,510.95,HINDALCO,506.85,2023-11-21,501.9
504.9,2023-11,4337970,506.85,HINDALCO,500.25,2023-11-22,498.95
499.0,2023-11,6628259,503.0,HINDALCO,501.95,2023-11-23,491.65
504.85,2023-11,5973059,512.75,HINDALCO,507.8,2023-11-24,502.55
511.75,2023-11,7804926,518.25,HINDALCO,515.6,2023-11-28,509.8
519.0,2023-11,6275280,523.35,HINDALCO,517.45,2023-11-29,513.9
519.3,2023-11,7599701,519.75,HINDALCO,515.65,2023-11-30,511.35
520.05,2023-12,4933886,524.8,HINDALCO,517.2,2023-12-01,515.3
524.05,2023-12,5985489,526.65,HINDALCO,519.25,2023-12-04,516.55
518.35,2023-12,6399021,528.8,HINDALCO,520.65,2023-12-05,515.45
521.0,2023-12,4831956,526.95,HINDALCO,523.0,2023-12-06,515.6
521.0,2023-12,4628885,522.4,HINDALCO,516.05,2023-12-07,515.1
519.5,2023-12,3733998,525.05,HINDALCO,520.35,2023-12-08,514.0
520.3,2023-12,2597347,523.8,HINDALCO,522.4,2023-12-11,517.1
525.0,2023-12,9498031,538.5,HINDALCO,527.45,2023-12-12,522.15
528.95,2023-12,4000017,535.25,HINDALCO,532.85,2023-12-13,523.3
540.0,2023-12,7190654,545.95,HINDALCO,543.1,2023-12-14,537.25
556.0,2023-12,8191005,559.05,HINDALCO,557.25,2023-12-15,548.2
557.0,2023-12,5076184,567.4,HINDALCO,566.4,2023-12-18,551.5
567.95,2023-12,4484733,567.95,HINDALCO,564.85,2023-12-19,555.7
569.5,2023-12,6959868,570.9,HINDALCO,548.2,2023-12-20,546.25
544.0,2023-12,4591119,561.65,HINDALCO,556.25,2023-12-21,541.65
559.4,2023-12,7865384,572.0,HINDALCO,570.45,2023-12-22,559.0
574.95,2023-12,4649730,580.85,HINDALCO,579.85,2023-12-26,570.5
582.0,2023-12,12430827,607.65,HINDALCO,605.6,2023-12-27,580.3
608.0,2023-12,7139743,616.5,HINDALCO,614.3,2023-12-28,605.2
614.3,2023-12,3995822,618.0,HINDALCO,614.85,2023-12-29,608.1
614.5,2024-01,2961919,620.5,HINDALCO,610.4,2024-01-01,606.95
610.4,2024-01,4975013,620.0,HINDALCO,617.0,2024-01-02,607.4
608.25,2024-01,7226455,611.4,HINDALCO,593.05,2024-01-03,592.0
594.0,2024-01,6592370,595.85,HINDALCO,590.5,2024-01-04,587.65
590.6,2024-01,2990123,597.6,HINDALCO,587.0,2024-01-05,581.55
587.0,2024-01,4425767,592.5,HINDALCO,577.65,2024-01-08,576.45
581.95,2024-01,5314029,584.9,HINDALCO,575.95,2024-01-09,573.6
576.0,2024-01,2408792,582.0,HINDALCO,580.05,2024-01-10,570.65
582.95,2024-01,3899383,587.0,HINDALCO,576.95,2024-01-11,575.5
581.0,2024-01,2440863,585.5,HINDALCO,582.05,2024-01-12,575.75
585.85,2024-01,3778987,586.0,HINDALCO,574.65,2024-01-15,572.25
575.95,2024-01,5187155,584.85,HINDALCO,579.55,2024-01-16,569.45
570.95,2024-01,6148035,572.7,HINDALCO,560.25,2024-01-17,558.1
560.25,2024-01,3784905,561.35,HINDALCO,554.9,2024-01-18,547.8
556.5,2024-01,4451789,561.0,HINDALCO,557.1,2024-01-19,554.5
561.0,2024-01,1502352,566.75,HINDALCO,561.05,2024-01-20,558.35
558.0,2024-01,7867972,561.8,HINDALCO,541.4,2024-01-23,537.6
550.0,2024-01,8619429,566.8,HINDALCO,565.15,2024-01-24,547.0
566.5,2024-01,5366990,570.0,HINDALCO,567.2,2024-01-25,558.4
568.0,2024-01,5126212,571.95,HINDALCO,567.9,2024-01-29,562.0
569.95,2024-01,7968815,584.3,HINDALCO,569.25,2024-01-30,567.25
569.2,2024-01,5644545,580.6,HINDALCO,579.35,2024-01-31,568.25
578.0,2024-02,3509803,581.8,HINDALCO,571.25,2024-02-01,570.3
577.0,2024-02,7145858,589.0,HINDALCO,583.5,2024-02-02,573.1
583.5,2024-02,4801118,590.9,HINDALCO,579.9,2024-02-05,576.05
578.6,2024-02,4099573,587.75,HINDALCO,584.9,2024-02-06,569.25
590.4,2024-02,9415146,602.15,HINDALCO,592.25,2024-02-07,584.65
592.0,2024-02,11844758,608.95,HINDALCO,601.3,2024-02-08,587.85
601.0,2024-02,5105348,602.0,HINDALCO,591.3,2024-02-09,576.3
591.9,2024-02,4595403,601.8,HINDALCO,582.45,2024-02-12,579.75
539.0,2024-02,46100123,540.0,HINDALCO,510.1,2024-02-13,496.35
515.0,2024-02,16634538,516.9,HINDALCO,507.8,2024-02-14,503.15
512.7,2024-02,13303658,518.5,HINDALCO,513.2,2024-02-15,507.6
