open,month,volume,high,Ticker,close,date,low
3534.2,2023-10,1948148,3534.2,TCS,3513.85,2023-10-03,3480.1
3486.3,2023-10,1788138,3548.0,TCS,3537.75,2023-10-04,3477.3
3554.0,2023-10,2990768,3624.0,TCS,3589.35,2023-10-05,3551.2
3591.0,2023-10,2075691,3634.95,TCS,3621.4,2023-10-06,3575.05
3645.05,2023-10,4233074,3679.0,TCS,3638.35,2023-10-09,3631.0
3640.05,2023-10,1848148,3648.0,TCS,3628.9,2023-10-10,3601.35
3650.0,2023-10,2426417,3650.0,TCS,3609.9,2023-10-11,3605.0
3575.0,2023-10,4241281,3588.65,TCS,3542.55,2023-10-12,3538.1
3530.0,2023-10,2890357,3577.0,TCS,3570.85,2023-10-13,3525.0
3566.0,2023-10,1671104,3574.65,TCS,3524.05,2023-10-16,3519.1
3530.0,2023-10,1672065,3534.15,TCS,3507.05,2023-10-17,3503.35
3511.0,2023-10,1408245,3522.7,TCS,3487.25,2023-10-18,3484.0
3469.5,2023-10,1514545,3476.85,TCS,3455.65,2023-10-19,3451.9
3450.4,2023-10,1481211,3499.5,TCS,3494.55,2023-10-20,3444.05
3473.0,2023-10,1106272,3478.95,TCS,3410.15,2023-10-23,3401.3
3390.5,2023-10,1518537,3425.0,TCS,3390.1,2023-10-25,3377.2
3368.05,2023-10,1984471,3373.7,TCS,3336.75,2023-10-26,3330.0
3350.0,2023-10,1108851,3362.0,TCS,3350.95,2023-10-27,3337.0
3350.0,2023-10,910972,3382.85,TCS,3378.55,2023-10-30,3333.75
3399.0,2023-10,999811,3399.0,TCS,3368.75,2023-10-31,3350.05
3355.0,2023-11,1563475,3371.6,TCS,3330.65,2023-11-01,3311.0
3343.2,2023-11,1245384,3375.95,TCS,3360.1,2023-11-02,3343.2
3382.0,2023-11,1402598,3387.9,TCS,3350.9,2023-11-03,3344.3
3375.0,2023-11,1099852,3392.3,TCS,3380.25,2023-11-06,3359.0
3378.0,2023-11,1191144,3404.15,TCS,3370.45,2023-11-07,3366.0
3371.45,2023-11,992899,3401.95,TCS,3381.55,2023-11-08,3369.55
3390.1,2023-11,2112352,3391.5,TCS,3347.45,2023-11-09,3342.05
3338.0,2023-11,1338557,3347.45,TCS,3333.45,2023-11-10,3322.35
3350.0,2023-11,173346,3359.0,TCS,3357.3,2023-11-12,3345.0
3356.0,2023-11,1030990,3356.0,TCS,3331.55,2023-11-13,3327.0
3383.1,2023-11,2059802,3413.0,TCS,3404.3,2023-11-15,3356.05
3430.05,2023-11,3951984,3529.35,TCS,3497.85,2023-11-16,3414.2
3497.85,2023-11,2021292,3524.5,TCS,3502.45,2023-11-17,3492.55
3491.25,2023-11,1475621,3533.9,TCS,3519.6,2023-11-20,3491.25
3519.6,2023-11,1807236,3539.05,TCS,3510.2,2023-11-21,3501.0
3500.0,2023-11,1798051,3532.65,TCS,3530.15,2023-11-22,3481.1
3530.0,2023-11,2729804,3544.0,TCS,3508.25,2023-11-23,3500.0
3494.25,2023-11,1989733,3504.55,TCS,3457.1,2023-11-24,3453.0
3457.1,2023-11,1689195,3481.25,TCS,3470.15,2023-11-28,3433.0
3481.0,2023-11,1441634,3518.0,TCS,3513.75,2023-11-29,3475.8
3499.45,2023-11,3266235,3516.65,TCS,3487.6,2023-11-30,3481.0
3500.0,2023-12,1172141,3516.95,TCS,3511.65,2023-12-01,3490.05
3544.65,2023-12,1625213,3547.8,TCS,3512.45,2023-12-04,3498.0
3538.0,2023-12,1377656,3538.0,TCS,3531.6,2023-12-05,3502.8
3532.6,2023-12,1896572,3612.85,TCS,3604.1,2023-12-06,3525.15
3605.0,2023-12,1967653,3630.55,TCS,3614.9,2023-12-07,3591.7
3633.0,2023-12,1641155,3645.0,TCS,3626.7,2023-12-08,3602.05
3622.9,2023-12,1102503,3653.0,TCS,3642.9,2023-12-11,3615.0
3638.95,2023-12,2236866,3698.4,TCS,3672.1,2023-12-12,3631.0
3643.55,2023-12,3850968,3650.0,TCS,3593.55,2023-12-13,3563.0
3630.0,2023-12,3290396,3678.0,TCS,3667.25,2023-12-14,3627.6
3666.7,2023-12,8531230,3895.95,TCS,3861.0,2023-12-15,3666.7
3858.1,2023-12,2521612,3929.0,TCS,3859.2,2023-12-18,3830.15
3845.0,2023-12,2004435,3855.1,TCS,3816.2,2023-12-19,3790.0
3827.25,2023-12,2586083,3898.8,TCS,3780.05,2023-12-20,3766.55
3756.25,2023-12,1517562,3806.7,TCS,3787.5,2023-12-21,3743.35
3800.0,2023-12,2413058,3845.95,TCS,3824.0,2023-12-22,3762.0
3819.85,2023-12,1285231,3834.0,TCS,3795.55,2023-12-26,3790.15
3799.0,2023-12,1293976,3818.2,TCS,3811.2,2023-12-27,3768.0
3824.0,2023-12,1682889,3838.0,TCS,3799.9,2023-12-28,3792.1
3792.0,2023-12,1574996,3822.6,TCS,3793.4,2023-12-29,3765.4
3790.0,2024-01,825907,3832.0,TCS,3811.1,2024-01-01,3773.0
3811.1,2024-01,1344068,3811.1,TCS,3783.2,2024-01-02,3767.25
3767.0,2024-01,1803075,3771.85,TCS,3691.75,2024-01-03,3687.05
3701.75,2024-01,3598144,3719.0,TCS,3666.8,2024-01-04,3651.0
3675.0,2024-01,1963127,3747.75,TCS,3737.9,2024-01-05,3674.85
3737.9,2024-01,1067805,3739.75,TCS,3678.3,2024-01-08,3672.4
3709.95,2024-01,1370944,3752.35,TCS,3689.9,2024-01-09,3682.75
3690.0,2024-01,1292227,3729.25,TCS,3713.05,2024-01-10,3688.0
3724.0,2024-01,1777909,3773.0,TCS,3735.55,2024-01-11,3707.0
