open,month,volume,high,Ticker,close,date,low
3426.9,2023-10,1354075,3434.95,EICHERMOT,3351.4,2023-10-03,3302.9
3350.0,2023-10,566983,3408.95,EICHERMOT,3400.9,2023-10-04,3323.75
3405.5,2023-10,394665,3453.9,EICHERMOT,3443.6,2023-10-05,3387.05
3443.6,2023-10,249258,3464.45,EICHERMOT,3450.4,2023-10-06,3438.35
3420.2,2023-10,471285,3476.0,EICHERMOT,3445.6,2023-10-09,3401.0
3450.45,2023-10,206646,3474.0,EICHERMOT,3458.75,2023-10-10,3449.05
3482.0,2023-10,343468,3494.1,EICHERMOT,3486.6,2023-10-11,3461.4
3490.0,2023-10,644992,3534.95,EICHERMOT,3494.2,2023-10-12,3476.45
3481.0,2023-10,280442,3500.0,EICHERMOT,3476.4,2023-10-13,3441.0
3462.1,2023-10,147663,3503.0,EICHERMOT,3486.6,2023-10-16,3462.1
3505.0,2023-10,260333,3522.8,EICHERMOT,3500.85,2023-10-17,3487.0
3500.85,2023-10,368551,3546.85,EICHERMOT,3496.1,2023-10-18,3482.1
3480.0,2023-10,353664,3534.0,EICHERMOT,3501.2,2023-10-19,3460.35
3500.0,2023-10,216268,3500.15,EICHERMOT,3480.9,2023-10-20,3465.6
3467.1,2023-10,211293,3492.9,EICHERMOT,3446.35,2023-10-23,3425.85
3435.1,2023-10,354128,3446.25,EICHERMOT,3384.4,2023-10-25,3368.8
3370.0,2023-10,428619,3375.0,EICHERMOT,3326.8,2023-10-26,3310.0
3326.8,2023-10,293097,3410.0,EICHERMOT,3394.85,2023-10-27,3326.8
3403.0,2023-10,257392,3426.0,EICHERMOT,3357.65,2023-10-30,3336.2
3366.55,2023-10,409346,3367.0,EICHERMOT,3295.55,2023-10-31,3287.2
3309.8,2023-11,325630,3315.1,EICHERMOT,3282.25,2023-11-01,3275.0
3285.0,2023-11,493381,3345.0,EICHERMOT,3338.3,2023-11-02,3284.2
3360.0,2023-11,568463,3458.15,EICHERMOT,3428.0,2023-11-03,3353.0
3454.9,2023-11,722080,3543.45,EICHERMOT,3510.95,2023-11-06,3437.45
3480.1,2023-11,335436,3538.95,EICHERMOT,3509.05,2023-11-07,3480.1
3510.0,2023-11,393482,3565.0,EICHERMOT,3550.3,2023-11-08,3505.85
3545.3,2023-11,538782,3596.4,EICHERMOT,3541.9,2023-11-09,3526.1
3540.0,2023-11,259237,3565.0,EICHERMOT,3540.75,2023-11-10,3502.1
3590.0,2023-11,113586,3611.55,EICHERMOT,3579.3,2023-11-12,3570.0
3590.0,2023-11,875885,3675.0,EICHERMOT,3645.4,2023-11-13,3586.0
3689.0,2023-11,1914550,3860.0,EICHERMOT,3848.3,2023-11-15,3672.1
3848.05,2023-11,755583,3873.0,EICHERMOT,3836.75,2023-11-16,3813.15
3824.9,2023-11,476357,3898.0,EICHERMOT,3865.3,2023-11-17,3816.9
3850.55,2023-11,249897,3898.9,EICHERMOT,3846.45,2023-11-20,3824.0
3865.0,2023-11,260475,3865.6,EICHERMOT,3844.2,2023-11-21,3826.05
3830.1,2023-11,286194,3854.4,EICHERMOT,3833.8,2023-11-22,3805.0
3836.55,2023-11,764501,3915.0,EICHERMOT,3883.8,2023-11-23,3833.0
3895.7,2023-11,266314,3920.0,EICHERMOT,3849.05,2023-11-24,3842.05
3855.95,2023-11,505274,3892.15,EICHERMOT,3826.7,2023-11-28,3777.75
3852.0,2023-11,414180,3852.0,EICHERMOT,3812.25,2023-11-29,3791.0
3857.95,2023-11,1338711,3920.0,EICHERMOT,3896.9,2023-11-30,3828.05
3922.0,2023-12,683211,3950.0,EICHERMOT,3891.2,2023-12-01,3882.05
3950.0,2023-12,2824695,4200.0,EICHERMOT,4180.35,2023-12-04,3916.0
4181.0,2023-12,1045885,4195.25,EICHERMOT,4136.5,2023-12-05,4100.0
4088.05,2023-12,941566,4127.95,EICHERMOT,4047.0,2023-12-06,4025.0
4050.0,2023-12,699553,4135.0,EICHERMOT,4091.0,2023-12-07,4048.0
4100.0,2023-12,334252,4112.4,EICHERMOT,4055.0,2023-12-08,4028.8
4055.0,2023-12,534584,4068.9,EICHERMOT,4025.65,2023-12-11,4010.0
4047.45,2023-12,981121,4047.45,EICHERMOT,3951.75,2023-12-12,3936.15
3969.0,2023-12,707209,4044.95,EICHERMOT,4032.75,2023-12-13,3957.95
4058.0,2023-12,922658,4100.0,EICHERMOT,4086.15,2023-12-14,4045.0
4099.7,2023-12,954933,4135.3,EICHERMOT,4059.9,2023-12-15,4045.0
4076.0,2023-12,886620,4165.0,EICHERMOT,4085.5,2023-12-18,4068.5
4094.8,2023-12,328368,4109.55,EICHERMOT,4039.65,2023-12-19,4022.4
4074.75,2023-12,557214,4132.45,EICHERMOT,3912.4,2023-12-20,3891.7
3900.0,2023-12,445648,4007.9,EICHERMOT,3957.95,2023-12-21,3847.55
3983.0,2023-12,309907,4016.95,EICHERMOT,4006.05,2023-12-22,3948.2
4024.8,2023-12,475107,4069.65,EICHERMOT,4040.4,2023-12-26,4012.0
4068.0,2023-12,385941,4134.95,EICHERMOT,4120.0,2023-12-27,4042.1
4120.0,2023-12,450475,4130.0,EICHERMOT,4091.9,2023-12-28,4080.9
4099.95,2023-12,673952,4178.0,EICHERMOT,4143.5,2023-12-29,4094.0
4145.0,2024-01,763454,4145.0,EICHERMOT,4038.35,2024-01-01,4030.0
4010.1,2024-01,1221148,4010.75,EICHERMOT,3892.5,2024-01-02,3882.35
3894.05,2024-01,435449,3928.95,EICHERMOT,3887.6,2024-01-03,3878.45
3887.5,2024-01,425702,3915.0,EICHERMOT,3861.0,2024-01-04,3848.5
3864.05,2024-01,402103,3918.7,EICHERMOT,3877.05,2024-01-05,3860.0
3890.0,2024-01,401263,3960.4,EICHERMOT,3884.25,2024-01-08,3877.5
3909.25,2024-01,411462,3923.95,EICHERMOT,3870.45,2024-01-09,3850.6
3870.45,2024-01,577499,3873.0,EICHERMOT,3842.55,2024-01-10,3790.65
3868.8,2024-01,378237,3924.7,EICHERMOT,3888.8,2024-01-11,3852.45
3890.2,2024-01,220410,3899.0,EICHERMOT,3870.85,2024-01-12,3850.0
3875.0,2024-01,364325,3884.65,EICHERMOT,3832.1,2024-01-15,3811.0
3790.0,2024-01,519197,3828.1,EICHERMOT,3792.3,2024-01-16,3741.5
3731.0,2024-01,585284,3772.0,EICHERMOT,3751.1,2024-01-17,3720.0
3751.1,2024-01,583931,3761.55,EICHERMOT,3691.15,2024-01-18,3661.0
3700.0,2024-01,894473,3787.85,EICHERMOT,3699.45,2024-01-19,3658.0
3709.9,2024-01,122046,3737.9,EICHERMOT,3697.6,2024-01-20,3675.1
3702.05,2024-01,823427,3744.0,EICHERMOT,3616.7,2024-01-23,3606.05
3629.0,2024-01,1318897,3648.95,EICHERMOT,3635.0,2024-01-24,3562.45
3680.0,2024-01,699432,3680.0,EICHERMOT,3616.45,2024-01-25,3597.05
3621.1,2024-01,936432,3681.0,EICHERMOT,3669.05,2024-01-29,3590.05
3675.0,2024-01,612064,3729.9,EICHERMOT,3704.75,2024-01-30,3673.9
3716.0,2024-01,759817,3852.15,EICHERMOT,3839.6,2024-01-31,3701.1
3843.0,2024-02,1313981,3965.85,EICHERMOT,3933.2,2024-02-01,3843.0
3900.0,2024-02,872011,3900.0,EICHERMOT,3825.55,2024-02-02,3811.25
3850.0,2024-02,592181,3918.4,EICHERMOT,3889.95,2024-02-05,3837.0
3900.0,2024-02,470713,3950.75,EICHERMOT,3944.6,2024-02-06,3890.0
3975.0,2024-02,416774,3990.0,EICHERMOT,3927.65,2024-02-07,3907.95
3953.0,2024-02,404899,3957.3,EICHERMOT,3807.3,2024-02-08,3791.75
3820.0,2024-02,396729,3847.95,EICHERMOT,3840.95,2024-02-09,3761.6
3869.9,2024-02,237343,3903.05,EICHERMOT,3871.85,2024-02-12,3817.2
3894.65,2024-02,633019,3936.15,EICHERMOT,3854.2,2024-02-13,3765.45
3833.0,2024-02,919714,3932.35,EICHERMOT,3901.55,2024-02-14,3726.6
3905.0,2024-02,405632,3928.5,EICHERMOT,3916.55,2024-02-15,3876.2
